x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
4.2892892892892895,-1.3063063063063063,-1.6666666666666665,-4.56956956956957,0.20520520520520513,3.9389389389389393,-0.6756756756756754,1.2362362362362358,2.2072072072072073,-0.4254254254254253,-1.4164164164164164
2.4774774774774775,4.059059059059059,-3.5285285285285286,-1.2062062062062062,3.638638638638639,-1.6466466466466465,0.4554554554554553,-2.6976976976976976,-3.038038038038038,-4.079079079079079,-1.3463463463463463
-3.868868868868869,1.806806806806807,-1.7467467467467466,-2.5475475475475475,0.8658658658658656,0.4254254254254253,1.2562562562562567,3.228228228228229,-1.1461461461461462,4.31931931931932,4.049049049049049
-0.1651651651651651,-1.3263263263263263,-1.8068068068068066,-4.2992992992992995,0.41541541541541527,-2.057057057057057,-0.37537537537537524,-0.7157157157157155,2.4674674674674675,-3.188188188188188,-0.7357357357357355
0.11511511511511507,0.8858858858858856,-4.009009009009009,4.60960960960961,4.2692692692692695,-3.148148148148148,4.74974974974975,-2.1971971971971973,3.8088088088088092,-0.1551551551551551,3.758758758758759
-3.298298298298298,0.6356356356356354,1.786786786786787,-0.4554554554554553,-1.026026026026026,2.5075075075075075,1.0060060060060056,-0.20520520520520513,0.40540540540540526,-1.6966966966966965,-2.3573573573573574
-0.8258258258258255,-0.6956956956956954,0.21521521521521514,4.1491491491491495,-1.5865865865865865,4.58958958958959,4.98998998998999,3.678678678678679,-4.4994994994995,1.766766766766767,4.47947947947948
-1.7767767767767766,-2.6076076076076076,-2.8878878878878878,-4.019019019019019,0.4854854854854853,3.0080080080080087,-0.4454454454454453,-4.2992992992992995,0.5955955955955954,-1.2362362362362362,1.1161161161161157
1.3563563563563568,4.46946946946947,-4.94994994994995,0.7557557557557555,0.7557557557557555,1.756756756756757,3.348348348348349,-1.2262262262262262,4.2192192192192195,1.1061061061061057,-2.2272272272272273
3.298298298298299,4.55955955955956,0.5655655655655654,0.22522522522522515,-0.9659659659659656,2.027027027027027,3.708708708708709,4.43943943943944,-3.978978978978979,0.21521521521521514,-3.7687687687687688
-4.88988988988989,2.937937937937938,1.0160160160160157,1.3263263263263267,3.688688688688689,0.3053053053053052,-1.7167167167167166,-1.0860860860860861,-4.85985985985986,0.025025025025025016,3.468468468468469
4.079079079079079,0.9859859859859856,-2.8778778778778777,4.34934934934935,4.82982982982983,1.4864864864864868,-2.3273273273273274,3.258258258258259,4.1491491491491495,4.089089089089089,-2.2872872872872874
2.4274274274274275,-0.6656656656656654,1.3963963963963968,-3.038038038038038,-3.5685685685685686,2.4974974974974975,-3.178178178178178,1.3263263263263267,0.9759759759759756,-0.4754754754754753,-4.6996996996997
-1.9069069069069071,-4.73973973973974,-2.2972972972972974,4.72972972972973,4.35935935935936,-4.73973973973974,4.049049049049049,0.5555555555555554,-2.6176176176176176,2.8278278278278277,2.1571571571571573
-2.7877877877877877,0.11511511511511507,-3.5985985985985987,2.2672672672672673,-4.129129129129129,4.079079079079079,-4.78978978978979,0.6656656656656654,3.0980980980980988,1.9669669669669672,-2.7977977977977977
