Rec_act,S2tot,S3tot,S4tot,S_dephos,S_dephosphos,S_phos,geneA_act1,geneA_act2,geneA_inh2,geneA_inh3,geneA_turn,geneB_act1,geneB_act2,geneB_act3,geneB_inh2,geneB_inh3,geneB_turn,geneC_act1,geneC_inh2,geneC_inh3,geneC_turn,geneD_act1,geneD_act2,geneD_inh2,geneD_inh3,geneD_turn,geneE_act2,geneE_act3,geneE_inh1,geneE_inh2,geneE_inh3,geneE_turn,geneF_act1,geneF_act2,geneF_act3,geneF_inh1,geneF_turn,geneG_act1,geneG_act2,geneG_inh2,geneG_inh3,geneG_turn,geneH_act2,geneH_act3,geneH_inh1,geneH_inh2,geneH_inh3,geneH_turn,geneI_act1,geneI_inh2,geneI_inh3,geneI_turn,geneJ_inh1,geneJ_inh2,geneJ_inh3,geneJ_turn,geneK_act1,geneK_act2,geneK_inh2,geneK_inh3,geneK_turn,geneL_act2,geneL_inh1,geneL_inh2,geneL_inh3,geneL_turn,init_Rec,k_233,k_234,k_244,pRec_degind,sd_Bmp4_nExpID100,sd_Cxcl15_nExpID100,sd_Dnmt3a_nExpID100,sd_Dusp5_nExpID100,sd_Jun_nExpID100,sd_Klf10_nExpID100,sd_Pdk4_nExpID100,sd_Ski_nExpID100,sd_Skil_nExpID100,sd_Smad7_nExpID100,sd_Sox4_nExpID100,sd_Tgfa_nExpID100
-0.8787878787878789,3.0,-3.0606060606060606,2.191919191919192,-1.4444444444444446,-1.2828282828282829,-3.3030303030303028,-4.111111111111111,-0.8787878787878789,-2.5757575757575757,0.4949494949494948,-4.191919191919192,2.191919191919192,0.9797979797979801,-3.8686868686868685,-4.353535353535354,-4.03030303030303,-0.2323232323232327,-1.202020202020202,-3.2222222222222223,-4.353535353535354,0.41414141414141437,1.383838383838384,-3.787878787878788,-1.202020202020202,-4.595959595959596,-1.606060606060606,-1.3636363636363638,0.9797979797979801,1.4646464646464645,2.4343434343434343,0.2525252525252526,-0.8787878787878789,-0.3939393939393936,2.8383838383838382,-4.595959595959596,-0.7979797979797976,0.9797979797979801,-2.414141414141414,1.6262626262626263,-1.9292929292929295,2.353535353535354,-2.898989898989899,2.191919191919192,0.41414141414141437,-3.0606060606060606,0.2525252525252526,-2.090909090909091,-0.9595959595959593,2.757575757575758,1.141414141414141,1.141414141414141,0.4949494949494948,-2.3333333333333335,-5.0,2.8383838383838382,-5.0,-2.1717171717171717,3.0,-4.838383838383838,0.010101010101010388,-2.8181818181818183,-3.4646464646464645,-2.8181818181818183,1.3030303030303028,-4.111111111111111,-0.7979797979797976,2.191919191919192,-6.111111111111111,1.666666666666666,-5.444444444444445,-3.4646464646464645,-1.6868686868686869,-0.6363636363636367,1.383838383838384,-4.838383838383838,0.8181818181818183,0.2525252525252526,-4.191919191919192,0.09090909090909083,-2.5757575757575757,-3.9494949494949494,0.8181818181818183,-3.6262626262626263
-4.91919191919192,-3.383838383838384,2.1111111111111107,-3.6262626262626263,-4.91919191919192,0.8181818181818183,-3.2222222222222223,-2.01010101010101,-1.0404040404040402,0.737373737373737,1.4646464646464645,-2.898989898989899,-4.111111111111111,-4.191919191919192,1.4646464646464645,-0.7171717171717171,0.09090909090909083,2.4343434343434343,-3.7070707070707067,0.33333333333333304,1.7070707070707067,-1.525252525252525,-4.515151515151516,-3.5454545454545454,0.737373737373737,-4.2727272727272725,-1.121212121212121,-1.525252525252525,-3.9494949494949494,0.010101010101010388,0.41414141414141437,-4.191919191919192,-1.4444444444444446,-1.6868686868686869,1.5454545454545459,-4.6767676767676765,-4.353535353535354,-3.8686868686868685,-4.353535353535354,1.8686868686868685,1.3030303030303028,2.757575757575758,0.010101010101010388,-4.838383838383838,-1.121212121212121,1.0606060606060606,-3.9494949494949494,-4.515151515151516,-0.07070707070707094,2.1111111111111107,1.383838383838384,-3.3030303030303028,0.010101010101010388,1.787878787878788,0.33333333333333304,-4.838383838383838,-1.9292929292929295,-3.8686868686868685,-0.2323232323232327,1.141414141414141,-2.5757575757575757,-3.3030303030303028,-0.3939393939393936,-0.31313131313131315,-4.353535353535354,1.7070707070707067,2.757575757575758,-1.2828282828282829,-0.666666666666667,-5.666666666666666,-5.777777777777778,-3.5454545454545454,-1.525252525252525,-2.898989898989899,1.4646464646464645,-3.9494949494949494,-1.4444444444444446,-1.7676767676767677,-0.5555555555555554,-2.3333333333333335,2.595959595959596,0.41414141414141437,0.2525252525252526,3.0
2.9191919191919196,-2.494949494949495,2.9191919191919196,-3.2222222222222223,-1.2828282828282829,-2.090909090909091,-4.515151515151516,-4.6767676767676765,-1.6868686868686869,-3.9494949494949494,1.6262626262626263,-1.202020202020202,2.757575757575758,2.757575757575758,3.0,-0.9595959595959593,-3.383838383838384,-4.91919191919192,-2.2525252525252526,-1.4444444444444446,1.3030303030303028,2.0303030303030303,-3.6262626262626263,-3.3030303030303028,-0.4747474747474749,-2.090909090909091,0.5757575757575761,0.41414141414141437,-1.0404040404040402,-3.383838383838384,-2.090909090909091,1.7070707070707067,3.0,-3.9494949494949494,-2.7373737373737375,2.0303030303030303,-2.494949494949495,2.1111111111111107,-3.2222222222222223,-4.191919191919192,2.595959595959596,-1.9292929292929295,-2.5757575757575757,2.6767676767676765,1.383838383838384,-0.8787878787878789,-1.8484848484848486,-2.3333333333333335,-1.121212121212121,-1.3636363636363638,-2.5757575757575757,-3.7070707070707067,-4.595959595959596,1.8686868686868685,0.9797979797979801,-0.9595959595959593,-1.2828282828282829,2.6767676767676765,-1.525252525252525,2.0303030303030303,-3.3030303030303028,-1.3636363636363638,1.383838383838384,-0.07070707070707094,-4.91919191919192,-3.2222222222222223,-4.595959595959596,1.141414141414141,-4.222222222222222,-5.111111111111111,2.333333333333334,-4.03030303030303,-0.7979797979797976,-1.9292929292929295,-3.9494949494949494,0.4949494949494948,-3.3030303030303028,-2.1717171717171717,-3.6262626262626263,1.2222222222222223,2.353535353535354,-1.9292929292929295,0.33333333333333304,-2.494949494949495
-1.9292929292929295,-0.7979797979797976,-2.3333333333333335,-3.1414141414141414,0.17171717171717216,0.17171717171717216,-2.8181818181818183,-1.2828282828282829,-4.91919191919192,-4.6767676767676765,1.383838383838384,1.4646464646464645,-0.2323232323232327,2.2727272727272725,-1.2828282828282829,0.4949494949494948,-0.31313131313131315,-1.0404040404040402,-4.2727272727272725,-0.5555555555555554,0.41414141414141437,-3.383838383838384,2.757575757575758,2.191919191919192,-3.3030303030303028,-1.0404040404040402,-1.0404040404040402,2.1111111111111107,1.5454545454545459,1.8686868686868685,-2.898989898989899,0.9797979797979801,0.4949494949494948,-3.5454545454545454,2.6767676767676765,-0.4747474747474749,3.0,-0.3939393939393936,-3.4646464646464645,2.595959595959596,2.4343434343434343,-4.515151515151516,-4.595959595959596,2.757575757575758,-2.090909090909091,1.3030303030303028,-2.7373737373737375,-1.0404040404040402,-2.9797979797979797,2.8383838383838382,2.4343434343434343,-2.090909090909091,2.191919191919192,2.0303030303030303,-4.515151515151516,-4.191919191919192,-0.07070707070707094,-0.7171717171717171,-1.121212121212121,-3.0606060606060606,-1.606060606060606,-1.606060606060606,1.9494949494949498,-1.7676767676767677,-3.8686868686868685,2.757575757575758,-1.9292929292929295,1.8686868686868685,-1.0,0.6666666666666661,-1.7777777777777777,-1.0404040404040402,0.737373737373737,-0.9595959595959593,-2.414141414141414,-3.7070707070707067,-4.434343434343434,-3.1414141414141414,1.8686868686868685,-4.353535353535354,1.0606060606060606,-2.9797979797979797,1.5454545454545459,-0.4747474747474749
0.41414141414141437,0.6565656565656566,-3.4646464646464645,-0.07070707070707094,2.8383838383838382,-4.838383838383838,2.353535353535354,-0.2323232323232327,-3.1414141414141414,-0.7171717171717171,-2.8181818181818183,-2.3333333333333335,-1.0404040404040402,2.6767676767676765,1.141414141414141,-0.15151515151515138,-0.7979797979797976,-1.3636363636363638,-3.6262626262626263,-0.7171717171717171,-1.8484848484848486,2.595959595959596,2.5151515151515156,-2.414141414141414,0.8989898989898988,-1.202020202020202,2.4343434343434343,3.0,2.6767676767676765,-2.898989898989899,2.595959595959596,0.737373737373737,-2.5757575757575757,1.9494949494949498,-3.8686868686868685,0.41414141414141437,0.09090909090909083,-1.7676767676767677,-3.9494949494949494,1.9494949494949498,-4.111111111111111,0.17171717171717216,-0.15151515151515138,-2.3333333333333335,1.141414141414141,-3.3030303030303028,-4.515151515151516,0.8989898989898988,1.3030303030303028,-0.9595959595959593,-2.8181818181818183,-0.31313131313131315,-1.606060606060606,-1.6868686868686869,-4.595959595959596,-1.606060606060606,-2.3333333333333335,0.17171717171717216,-2.2525252525252526,-0.07070707070707094,-1.3636363636363638,0.2525252525252526,0.33333333333333304,2.8383838383838382,2.4343434343434343,-0.5555555555555554,-2.9797979797979797,-3.787878787878788,1.5555555555555554,-5.444444444444445,-3.7777777777777777,-1.3636363636363638,-1.0404040404040402,-1.525252525252525,0.6565656565656566,0.33333333333333304,1.7070707070707067,-4.838383838383838,1.2222222222222223,-4.191919191919192,-3.2222222222222223,0.8989898989898988,-4.595959595959596,1.6262626262626263
-2.898989898989899,-0.07070707070707094,2.353535353535354,1.2222222222222223,-2.9797979797979797,-4.191919191919192,2.9191919191919196,-2.494949494949495,-2.1717171717171717,-3.0606060606060606,2.4343434343434343,-3.6262626262626263,-3.4646464646464645,-2.5757575757575757,-2.3333333333333335,-1.8484848484848486,2.353535353535354,-3.4646464646464645,-4.838383838383838,2.5151515151515156,0.8989898989898988,-1.7676767676767677,2.6767676767676765,-0.4747474747474749,2.353535353535354,-3.9494949494949494,-2.3333333333333335,-3.4646464646464645,-1.3636363636363638,1.9494949494949498,1.3030303030303028,-4.838383838383838,0.41414141414141437,2.353535353535354,1.8686868686868685,-1.6868686868686869,-1.121212121212121,-3.383838383838384,0.5757575757575761,1.141414141414141,-3.6262626262626263,-4.595959595959596,-4.838383838383838,-0.31313131313131315,0.4949494949494948,-0.07070707070707094,-0.2323232323232327,1.141414141414141,-3.0606060606060606,-3.1414141414141414,2.353535353535354,-1.0404040404040402,-1.121212121212121,-4.2727272727272725,-1.6868686868686869,-0.6363636363636367,1.4646464646464645,1.2222222222222223,2.191919191919192,-2.2525252525252526,0.09090909090909083,-4.515151515151516,0.17171717171717216,-2.9797979797979797,-1.8484848484848486,-4.2727272727272725,-4.03030303030303,0.2525252525252526,0.5555555555555554,1.5555555555555554,-6.888888888888889,0.41414141414141437,-4.838383838383838,2.0303030303030303,-0.4747474747474749,-4.111111111111111,-1.121212121212121,-3.2222222222222223,-2.2525252525252526,2.353535353535354,-0.7171717171717171,1.2222222222222223,0.5757575757575761,-2.414141414141414
1.7070707070707067,0.33333333333333304,2.8383838383838382,0.33333333333333304,2.757575757575758,-2.5757575757575757,-4.2727272727272725,-0.7979797979797976,0.010101010101010388,-4.03030303030303,0.8989898989898988,2.9191919191919196,0.8989898989898988,-2.414141414141414,-3.0606060606060606,0.17171717171717216,-4.111111111111111,-2.7373737373737375,-1.2828282828282829,2.8383838383838382,-0.7171717171717171,-5.0,-4.191919191919192,-1.121212121212121,-4.838383838383838,0.6565656565656566,2.6767676767676765,-2.9797979797979797,1.2222222222222223,-4.6767676767676765,0.2525252525252526,-2.01010101010101,0.5757575757575761,-0.6363636363636367,-1.8484848484848486,-4.91919191919192,-2.898989898989899,2.8383838383838382,1.141414141414141,-4.03030303030303,-0.6363636363636367,-0.7979797979797976,-1.6868686868686869,-2.414141414141414,0.5757575757575761,2.353535353535354,-3.1414141414141414,1.8686868686868685,-2.1717171717171717,3.0,-0.4747474747474749,-2.01010101010101,-0.9595959595959593,-4.595959595959596,1.3030303030303028,0.17171717171717216,-4.6767676767676765,-0.6363636363636367,0.09090909090909083,1.383838383838384,1.383838383838384,-1.6868686868686869,0.6565656565656566,-3.3030303030303028,-3.0606060606060606,-3.8686868686868685,1.6262626262626263,-2.5757575757575757,-6.444444444444445,-0.7777777777777777,-2.8888888888888893,2.757575757575758,-1.2828282828282829,-2.090909090909091,0.8181818181818183,2.191919191919192,-1.9292929292929295,-2.090909090909091,-1.202020202020202,2.595959595959596,1.8686868686868685,-2.1717171717171717,-3.4646464646464645,-2.6565656565656566
-3.5454545454545454,1.0606060606060606,-4.434343434343434,-1.3636363636363638,-1.0404040404040402,-0.4747474747474749,-3.6262626262626263,0.8181818181818183,1.0606060606060606,-3.4646464646464645,-0.9595959595959593,2.2727272727272725,-0.7171717171717171,-4.111111111111111,-0.6363636363636367,-2.1717171717171717,2.757575757575758,1.0606060606060606,-2.3333333333333335,-2.2525252525252526,-3.1414141414141414,-2.01010101010101,0.5757575757575761,-2.8181818181818183,2.8383838383838382,-2.3333333333333335,1.4646464646464645,-1.0404040404040402,1.9494949494949498,-3.1414141414141414,-1.6868686868686869,-0.15151515151515138,-2.01010101010101,0.41414141414141437,-2.494949494949495,-2.7373737373737375,-3.787878787878788,-3.0606060606060606,2.0303030303030303,-3.6262626262626263,-4.2727272727272725,0.33333333333333304,-1.121212121212121,-2.8181818181818183,-3.383838383838384,-4.353535353535354,-1.4444444444444446,-2.898989898989899,-2.414141414141414,0.5757575757575761,-3.1414141414141414,-2.898989898989899,0.9797979797979801,-2.6565656565656566,-3.7070707070707067,-0.07070707070707094,-3.787878787878788,0.737373737373737,0.17171717171717216,2.595959595959596,-3.1414141414141414,-2.9797979797979797,0.9797979797979801,-1.6868686868686869,-2.7373737373737375,1.8686868686868685,-4.838383838383838,-1.7676767676767677,-4.333333333333334,-2.2222222222222223,-6.111111111111111,1.2222222222222223,-2.090909090909091,-1.4444444444444446,-0.3939393939393936,0.09090909090909083,2.6767676767676765,1.4646464646464645,-2.6565656565656566,0.9797979797979801,-1.6868686868686869,0.09090909090909083,0.8989898989898988,0.17171717171717216
-2.6565656565656566,-0.2323232323232327,0.010101010101010388,-2.8181818181818183,-4.111111111111111,0.737373737373737,-2.494949494949495,2.595959595959596,-3.8686868686868685,2.757575757575758,-1.202020202020202,-2.01010101010101,2.353535353535354,-4.6767676767676765,-2.090909090909091,-3.2222222222222223,-0.8787878787878789,0.33333333333333304,-3.4646464646464645,-0.6363636363636367,-0.4747474747474749,-1.606060606060606,1.9494949494949498,-4.91919191919192,0.17171717171717216,1.4646464646464645,1.5454545454545459,-1.606060606060606,-3.8686868686868685,0.17171717171717216,-2.9797979797979797,-2.8181818181818183,-0.2323232323232327,-1.0404040404040402,-3.6262626262626263,-1.8484848484848486,-0.2323232323232327,-1.121212121212121,-4.03030303030303,2.5151515151515156,0.09090909090909083,-0.31313131313131315,-1.8484848484848486,-2.6565656565656566,-3.7070707070707067,0.41414141414141437,2.8383838383838382,-1.3636363636363638,2.191919191919192,-3.787878787878788,2.0303030303030303,0.2525252525252526,-3.8686868686868685,-2.01010101010101,1.5454545454545459,-4.353535353535354,1.141414141414141,2.595959595959596,-4.91919191919192,-2.3333333333333335,-0.5555555555555554,-4.91919191919192,-1.4444444444444446,0.4949494949494948,-4.111111111111111,-1.2828282828282829,2.595959595959596,0.09090909090909083,0.11111111111111072,0.11111111111111072,-1.333333333333333,-1.4444444444444446,-4.91919191919192,-3.2222222222222223,2.9191919191919196,2.353535353535354,-3.7070707070707067,-2.9797979797979797,2.191919191919192,-2.9797979797979797,2.6767676767676765,2.8383838383838382,-1.4444444444444446,-1.7676767676767677
0.737373737373737,-3.787878787878788,2.4343434343434343,2.595959595959596,-2.1717171717171717,1.4646464646464645,-1.2828282828282829,0.4949494949494948,2.2727272727272725,0.8989898989898988,0.010101010101010388,1.9494949494949498,2.9191919191919196,-4.91919191919192,-1.525252525252525,0.33333333333333304,1.787878787878788,-3.2222222222222223,-3.2222222222222223,-1.9292929292929295,-2.8181818181818183,-3.8686868686868685,-3.5454545454545454,0.4949494949494948,1.383838383838384,2.9191919191919196,-3.4646464646464645,-2.494949494949495,-2.3333333333333335,-2.7373737373737375,-4.03030303030303,1.0606060606060606,0.8989898989898988,0.8181818181818183,-0.3939393939393936,2.4343434343434343,2.2727272727272725,0.6565656565656566,-0.31313131313131315,2.1111111111111107,1.141414141414141,-4.6767676767676765,-4.2727272727272725,-1.6868686868686869,0.6565656565656566,-0.5555555555555554,-3.4646464646464645,-4.111111111111111,-3.7070707070707067,1.787878787878788,-0.8787878787878789,2.191919191919192,0.09090909090909083,-3.6262626262626263,2.0303030303030303,-3.7070707070707067,-2.2525252525252526,-2.5757575757575757,-3.2222222222222223,-3.8686868686868685,-0.7171717171717171,-4.353535353535354,2.4343434343434343,-0.5555555555555554,-3.787878787878788,-2.090909090909091,2.4343434343434343,-3.1414141414141414,-0.8888888888888893,3.0,-6.333333333333333,2.5151515151515156,-1.3636363636363638,-0.5555555555555554,-1.6868686868686869,2.8383838383838382,1.9494949494949498,0.010101010101010388,-0.07070707070707094,-2.5757575757575757,-3.3030303030303028,-1.525252525252525,1.2222222222222223,0.9797979797979801
